lat,lon,distance_m,fspl_db,snr_db,class
37.33209423,-122.12484126,9980.44,108.00,57.00,good
37.33209423,-122.11916970,9841.06,107.87,57.13,good
37.33209423,-122.11349815,9725.53,107.77,57.23,good
37.33209423,-122.10782659,9634.72,107.69,57.31,good
37.33209423,-122.10215503,9569.32,107.63,57.37,good
37.33209423,-122.09648348,9529.87,107.59,57.41,good
37.33209423,-122.09081192,9516.68,107.58,57.42,good
37.33209423,-122.08514036,9529.87,107.59,57.41,good
37.33209423,-122.07946881,9569.32,107.63,57.37,good
37.33209423,-122.07379725,9634.72,107.69,57.31,good
37.33209423,-122.06812569,9725.53,107.77,57.23,good
37.33209423,-122.06245414,9841.06,107.87,57.13,good
37.33209423,-122.05678258,9980.44,108.00,57.00,good
37.33659874,-122.13618437,9867.03,107.90,57.10,good
37.33659874,-122.13051282,9674.25,107.73,57.27,good
37.33659874,-122.12484126,9504.01,107.57,57.43,good
37.33659874,-122.11916970,9357.54,107.44,57.56,good
37.33659874,-122.11349815,9235.97,107.32,57.68,good
37.33659874,-122.10782659,9140.30,107.23,57.77,good
37.33659874,-122.10215503,9071.35,107.17,57.83,good
37.33659874,-122.09648348,9029.72,107.13,57.87,good
37.33659874,-122.09081192,9015.80,107.11,57.89,good
37.33659874,-122.08514036,9029.72,107.13,57.87,good
37.33659874,-122.07946881,9071.35,107.17,57.83,good
37.33659874,-122.07379725,9140.30,107.23,57.77,good
37.33659874,-122.06812569,9235.97,107.32,57.68,good
37.33659874,-122.06245414,9357.54,107.44,57.56,good
37.33659874,-122.05678258,9504.01,107.57,57.43,good
37.33659874,-122.05111102,9674.25,107.73,57.27,good
37.33659874,-122.04543947,9867.03,107.90,57.10,good
37.34110324,-122.14752749,9880.16,107.91,57.09,good
37.34110324,-122.14185593,9635.66,107.69,57.31,good
37.34110324,-122.13618437,9411.52,107.49,57.51,good
37.34110324,-122.13051282,9209.21,107.30,57.70,good
37.34110324,-122.12484126,9030.22,107.13,57.87,good
37.34110324,-122.11916970,8875.94,106.98,58.02,good
37.34110324,-122.11349815,8747.69,106.85,58.15,good
37.34110324,-122.10782659,8646.63,106.75,58.25,good
37.34110324,-122.10215503,8573.71,106.68,58.32,good
37.34110324,-122.09648348,8529.66,106.63,58.37,good
37.34110324,-122.09081192,8514.93,106.62,58.38,good
37.34110324,-122.08514036,8529.66,106.63,58.37,good
37.34110324,-122.07946881,8573.71,106.68,58.32,good
37.34110324,-122.07379725,8646.63,106.75,58.25,good
37.34110324,-122.06812569,8747.69,106.85,58.15,good
37.34110324,-122.06245414,8875.94,106.98,58.02,good
37.34110324,-122.05678258,9030.22,107.13,57.87,good
37.34110324,-122.05111102,9209.21,107.30,57.70,good
37.34110324,-122.04543947,9411.52,107.49,57.51,good
37.34110324,-122.03976791,9635.66,107.69,57.31,good
37.34110324,-122.03409635,9880.16,107.91,57.09,good
37.34560775,-122.15319904,9726.79,107.77,57.23,good
37.34560775,-122.14752749,9451.82,107.52,57.48,good
37.34560775,-122.14185593,9195.96,107.28,57.72,good
37.34560775,-122.13618437,8960.84,107.06,57.94,good
37.34560775,-122.13051282,8748.13,106.85,58.15,good
37.34560775,-122.12484126,8559.52,106.66,58.34,good
37.34560775,-122.11916970,8396.61,106.50,58.50,good
37.34560775,-122.11349815,8260.93,106.35,58.65,good
37.34560775,-122.10782659,8153.84,106.24,58.76,good
37.34560775,-122.10215503,8076.48,106.16,58.84,good
37.34560775,-122.09648348,8029.70,106.11,58.89,good
37.34560775,-122.09081192,8014.05,106.09,58.91,good
37.34560775,-122.08514036,8029.70,106.11,58.89,good
37.34560775,-122.07946881,8076.48,106.16,58.84,good
37.34560775,-122.07379725,8153.84,106.24,58.76,good
37.34560775,-122.06812569,8260.93,106.35,58.65,good
37.34560775,-122.06245414,8396.61,106.50,58.50,good
37.34560775,-122.05678258,8559.52,106.66,58.34,good
37.34560775,-122.05111102,8748.13,106.85,58.15,good
37.34560775,-122.04543947,8960.84,107.06,57.94,good
37.34560775,-122.03976791,9195.96,107.28,57.72,good
37.34560775,-122.03409635,9451.82,107.52,57.48,good
37.34560775,-122.02842479,9726.79,107.77,57.23,good
37.35011225,-122.16454216,9944.07,107.96,57.04,good
37.35011225,-122.15887060,9623.25,107.68,57.32,good
37.35011225,-122.15319904,9318.34,107.40,57.60,good
37.35011225,-122.14752749,9030.96,107.13,57.87,good
37.35011225,-122.14185593,8762.83,106.87,58.13,good
37.35011225,-122.13618437,8515.78,106.62,58.38,good
37.35011225,-122.13051282,8291.68,106.39,58.61,good
37.35011225,-122.12484126,8092.44,106.17,58.83,good
37.35011225,-122.11916970,7919.93,105.99,59.01,good
37.35011225,-122.11349815,7775.95,105.83,59.17,good
37.35011225,-122.10782659,7662.09,105.70,59.30,good
37.35011225,-122.10215503,7579.72,105.61,59.39,good
37.35011225,-122.09648348,7529.86,105.55,59.45,good
37.35011225,-122.09081192,7513.17,105.53,59.47,good
37.35011225,-122.08514036,7529.86,105.55,59.45,good
37.35011225,-122.07946881,7579.72,105.61,59.39,good
37.35011225,-122.07379725,7662.09,105.70,59.30,good
37.35011225,-122.06812569,7775.95,105.83,59.17,good
37.35011225,-122.06245414,7919.93,105.99,59.01,good
37.35011225,-122.05678258,8092.44,106.17,58.83,good
37.35011225,-122.05111102,8291.68,106.39,58.61,good
37.35011225,-122.04543947,8515.78,106.62,58.38,good
37.35011225,-122.03976791,8762.83,106.87,58.13,good
37.35011225,-122.03409635,9030.96,107.13,57.87,good
37.35011225,-122.02842479,9318.34,107.40,57.60,good
37.35011225,-122.02275324,9623.25,107.68,57.32,good
37.35011225,-122.01708168,9944.07,107.96,57.04,good
37.35461676,-122.17021372,9918.97,107.94,57.06,good
37.35461676,-122.16454216,9571.13,107.63,57.37,good
37.35461676,-122.15887060,9237.38,107.32,57.68,good
37.35461676,-122.15319904,8919.31,107.02,57.98,good
37.35461676,-122.14752749,8618.66,106.72,58.28,good
37.35461676,-122.14185593,8337.30,106.43,58.57,good
37.35461676,-122.13618437,8077.25,106.16,58.84,good
37.35461676,-122.13051282,7840.64,105.90,59.10,good
37.35461676,-122.12484126,7629.65,105.66,59.34,good
37.35461676,-122.11916970,7446.44,105.45,59.55,good
37.35461676,-122.11349815,7293.13,105.27,59.73,good
37.35461676,-122.10782659,7171.61,105.13,59.87,good
37.35461676,-122.10215503,7083.54,105.02,59.98,good
37.35461676,-122.09648348,7030.17,104.95,60.05,good
37.35461676,-122.09081192,7012.29,104.93,60.07,good
37.35461676,-122.08514036,7030.17,104.95,60.05,good
37.35461676,-122.07946881,7083.54,105.02,59.98,good
37.35461676,-122.07379725,7171.61,105.13,59.87,good
37.35461676,-122.06812569,7293.13,105.27,59.73,good
37.35461676,-122.06245414,7446.44,105.45,59.55,good
37.35461676,-122.05678258,7629.65,105.66,59.34,good
37.35461676,-122.05111102,7840.64,105.90,59.10,good
37.35461676,-122.04543947,8077.25,106.16,58.84,good
37.35461676,-122.03976791,8337.30,106.43,58.57,good
37.35461676,-122.03409635,8618.66,106.72,58.28,good
37.35461676,-122.02842479,8919.31,107.02,57.98,good
37.35461676,-122.02275324,9237.38,107.32,57.68,good
37.35461676,-122.01708168,9571.13,107.63,57.37,good
37.35461676,-122.01141012,9918.97,107.94,57.06,good
37.35912126,-122.17588527,9944.36,107.96,57.04,good
37.35912126,-122.17021372,9571.27,107.63,57.37,good
37.35912126,-122.16454216,9210.33,107.30,57.70,good
37.35912126,-122.15887060,8863.03,106.96,58.04,good
37.35912126,-122.15319904,8531.04,106.63,58.37,good
37.35912126,-122.14752749,8216.20,106.31,58.69,good
37.35912126,-122.14185593,7920.58,105.99,59.01,good
37.35912126,-122.13618437,7646.39,105.68,59.32,good
37.35912126,-122.13051282,7396.03,105.39,59.61,good
37.35912126,-122.12484126,7171.97,105.13,59.87,good
37.35912126,-122.11916970,6976.78,104.89,60.11,good
37.35912126,-122.11349815,6812.91,104.68,60.32,good
37.35912126,-122.10782659,6682.68,104.51,60.49,good
37.35912126,-122.10215503,6588.08,104.39,60.61,good
37.35912126,-122.09648348,6530.67,104.31,60.69,good
