lat,lon,distance_m,fspl_db,snr_db,class
36.98302119,-121.99485879,48751.35,121.77,43.23,good
36.98302119,-121.98351602,48927.00,121.80,43.20,good
36.98302119,-121.97217324,49122.58,121.84,43.16,good
36.98302119,-121.96083046,49337.85,121.88,43.12,good
36.98302119,-121.94948769,49572.54,121.92,43.08,good
36.98302119,-121.93814491,49826.39,121.96,43.04,good
36.99203020,-122.26708543,49750.50,121.95,43.05,good
36.99203020,-122.25574265,49435.09,121.89,43.11,good
36.99203020,-122.24439988,49138.20,121.84,43.16,good
36.99203020,-122.23305710,48860.16,121.79,43.21,good
36.99203020,-122.22171432,48601.29,121.75,43.25,good
36.99203020,-122.21037155,48361.92,121.70,43.30,good
36.99203020,-122.19902877,48142.31,121.66,43.34,good
36.99203020,-122.18768600,47942.76,121.63,43.37,good
36.99203020,-122.17634322,47763.50,121.59,43.41,good
36.99203020,-122.16500044,47604.77,121.57,43.43,good
36.99203020,-122.15365767,47466.78,121.54,43.46,good
36.99203020,-122.14231489,47349.70,121.52,43.48,good
36.99203020,-122.13097211,47253.70,121.50,43.50,good
36.99203020,-122.11962934,47178.89,121.49,43.51,good
36.99203020,-122.10828656,47125.39,121.48,43.52,good
36.99203020,-122.09694378,47093.25,121.47,43.53,good
36.99203020,-122.08560101,47082.54,121.47,43.53,good
36.99203020,-122.07425823,47093.25,121.47,43.53,good
36.99203020,-122.06291545,47125.39,121.48,43.52,good
36.99203020,-122.05157268,47178.89,121.49,43.51,good
36.99203020,-122.04022990,47253.70,121.50,43.50,good
36.99203020,-122.02888712,47349.70,121.52,43.48,good
36.99203020,-122.01754435,47466.78,121.54,43.46,good
36.99203020,-122.00620157,47604.77,121.57,43.43,good
36.99203020,-121.99485879,47763.50,121.59,43.41,good
36.99203020,-121.98351602,47942.76,121.63,43.37,good
36.99203020,-121.97217324,48142.31,121.66,43.34,good
36.99203020,-121.96083046,48361.92,121.70,43.30,good
36.99203020,-121.94948769,48601.29,121.75,43.25,good
36.99203020,-121.93814491,48860.16,121.79,43.21,good
36.99203020,-121.92680214,49138.20,121.84,43.16,good
36.99203020,-121.91545936,49435.09,121.89,43.11,good
36.99203020,-121.90411658,49750.50,121.95,43.05,good
37.00103920,-122.30111376,49876.90,121.97,43.03,good
37.00103920,-122.28977098,49501.22,121.91,43.09,good
37.00103920,-122.27842821,49143.20,121.84,43.16,good
37.00103920,-122.26708543,48803.23,121.78,43.22,good
37.00103920,-122.25574265,48481.69,121.72,43.28,good
37.00103920,-122.24439988,48178.96,121.67,43.33,good
37.00103920,-122.23305710,47895.38,121.62,43.38,good
37.00103920,-122.22171432,47631.31,121.57,43.43,good
37.00103920,-122.21037155,47387.06,121.53,43.47,good
37.00103920,-122.19902877,47162.94,121.49,43.51,good
37.00103920,-122.18768600,46959.25,121.45,43.55,good
37.00103920,-122.17634322,46776.25,121.41,43.59,good
37.00103920,-122.16500044,46614.18,121.38,43.62,good
37.00103920,-122.15365767,46473.26,121.36,43.64,good
37.00103920,-122.14231489,46353.69,121.33,43.67,good
37.00103920,-122.13097211,46255.63,121.32,43.68,good
37.00103920,-122.11962934,46179.21,121.30,43.70,good
37.00103920,-122.10828656,46124.55,121.29,43.71,good
37.00103920,-122.09694378,46091.73,121.29,43.71,good
37.00103920,-122.08560101,46080.78,121.28,43.72,good
37.00103920,-122.07425823,46091.73,121.29,43.71,good
37.00103920,-122.06291545,46124.55,121.29,43.71,good
37.00103920,-122.05157268,46179.21,121.30,43.70,good
37.00103920,-122.04022990,46255.63,121.32,43.68,good
37.00103920,-122.02888712,46353.69,121.33,43.67,good
37.00103920,-122.01754435,46473.26,121.36,43.64,good
37.00103920,-122.00620157,46614.18,121.38,43.62,good
37.00103920,-121.99485879,46776.25,121.41,43.59,good
37.00103920,-121.98351602,46959.25,121.45,43.55,good
37.00103920,-121.97217324,47162.94,121.49,43.51,good
37.00103920,-121.96083046,47387.06,121.53,43.47,good
37.00103920,-121.94948769,47631.31,121.57,43.43,good
37.00103920,-121.93814491,47895.38,121.62,43.38,good
37.00103920,-121.92680214,48178.96,121.67,43.33,good
37.00103920,-121.91545936,48481.69,121.72,43.28,good
37.00103920,-121.90411658,48803.23,121.78,43.22,good
37.00103920,-121.89277381,49143.20,121.84,43.16,good
37.00103920,-121.88143103,49501.22,121.91,43.09,good
37.00103920,-121.87008825,49876.90,121.97,43.03,good
37.01004821,-122.32379931,49770.04,121.95,43.05,good
37.01004821,-122.31245654,49352.71,121.88,43.12,good
37.01004821,-122.30111376,48952.45,121.81,43.19,good
37.01004821,-122.28977098,48569.66,121.74,43.26,good
37.01004821,-122.27842821,48204.76,121.67,43.33,good
37.01004821,-122.26708543,47858.17,121.61,43.39,good
37.01004821,-122.25574265,47530.28,121.55,43.45,good
37.01004821,-122.24439988,47221.49,121.50,43.50,good
37.01004821,-122.23305710,46932.16,121.44,43.56,good
37.01004821,-122.22171432,46662.67,121.39,43.61,good
37.01004821,-122.21037155,46413.35,121.35,43.65,good
37.01004821,-122.19902877,46184.54,121.30,43.70,good
37.01004821,-122.18768600,45976.54,121.26,43.74,good
37.01004821,-122.17634322,45789.63,121.23,43.77,good
37.01004821,-122.16500044,45624.07,121.20,43.80,good
37.01004821,-122.15365767,45480.10,121.17,43.83,good
37.01004821,-122.14231489,45357.93,121.15,43.85,good
37.01004821,-122.13097211,45257.72,121.13,43.87,good
37.01004821,-122.11962934,45179.63,121.11,43.89,good
37.01004821,-122.10828656,45123.76,121.10,43.90,good
37.01004821,-122.09694378,45090.21,121.09,43.91,good
37.01004821,-122.08560101,45079.02,121.09,43.91,good
37.01004821,-122.07425823,45090.21,121.09,43.91,good
37.01004821,-122.06291545,45123.76,121.10,43.90,good
37.01004821,-122.05157268,45179.63,121.11,43.89,good
37.01004821,-122.04022990,45257.72,121.13,43.87,good
37.01004821,-122.02888712,45357.93,121.15,43.85,good
37.01004821,-122.01754435,45480.10,121.17,43.83,good
37.01004821,-122.00620157,45624.07,121.20,43.80,good
37.01004821,-121.99485879,45789.63,121.23,43.77,good
37.01004821,-121.98351602,45976.54,121.26,43.74,good
37.01004821,-121.97217324,46184.54,121.30,43.70,good
37.01004821,-121.96083046,46413.35,121.35,43.65,good
37.01004821,-121.94948769,46662.67,121.39,43.61,good
37.01004821,-121.93814491,46932.16,121.44,43.56,good
37.01004821,-121.92680214,47221.49,121.50,43.50,good
37.01004821,-121.91545936,47530.28,121.55,43.45,good
37.01004821,-121.90411658,47858.17,121.61,43.39,good
37.01004821,-121.89277381,48204.76,121.67,43.33,good
37.01004821,-121.88143103,48569.66,121.74,43.26,good
37.01004821,-121.87008825,48952.45,121.81,43.19,good
37.01004821,-121.85874548,49352.71,121.88,43.12,good
37.01004821,-121.84740270,49770.04,121.95,43.05,good
37.01905722,-122.34648487,49764.10,121.95,43.05,good
37.01905722,-122.33514209,49305.88,121.87,43.13,good
37.01905722,-122.32379931,48864.00,121.79,43.21,good
37.01905722,-122.31245654,48438.93,121.72,43.28,good
37.01905722,-122.30111376,48031.09,121.64,43.36,good
37.01905722,-122.28977098,47640.95,121.57,43.43,good
37.01905722,-122.27842821,47268.93,121.50,43.50,good
37.01905722,-122.26708543,46915.47,121.44,43.56,good
37.01905722,-122.25574265,46580.98,121.38,43.62,good
37.01905722,-122.24439988,46265.89,121.32,43.68,good
37.01905722,-122.23305710,45970.58,121.26,43.74,good
37.01905722,-122.22171432,45695.45,121.21,43.79,good
37.01905722,-122.21037155,45440.86,121.16,43.84,good
37.01905722,-122.19902877,45207.15,121.12,43.88,good
37.01905722,-122.18768600,44994.66,121.08,43.92,good
37.01905722,-122.17634322,44803.68,121.04,43.96,good
37.01905722,-122.16500044,44634.49,121.01,43.99,good
37.01905722,-122.15365767,44487.33,120.98,44.02,good
37.01905722,-122.14231489,44362.44,120.95,44.05,good
37.01905722,-122.13097211,44259.99,120.93,44.07,good
37.01905722,-122.11962934,44180.14,120.92,44.08,good
37.01905722,-122.10828656,44123.02,120.91,44.09,good
37.01905722,-122.09694378,44088.71,120.90,44.10,good
37.01905722,-122.08560101,44077.27,120.90,44.10,good
37.01905722,-122.07425823,44088.71,120.90,44.10,good
37.01905722,-122.06291545,44123.02,120.91,44.09,good
37.01905722,-122.05157268,44180.14,120.92,44.08,good
37.01905722,-122.04022990,44259.99,120.93,44.07,good
37.01905722,-122.02888712,44362.44,120.95,44.05,good
37.01905722,-122.01754435,44487.33,120.98,44.02,good
37.01905722,-122.00620157,44634.49,121.01,43.99,good
37.01905722,-121.99485879,44803.68,121.04,43.96,good
37.01905722,-121.98351602,44994.66,121.08,43.92,good
37.01905722,-121.97217324,45207.15,121.12,43.88,good
37.01905722,-121.96083046,45440.86,121.16,43.84,good
37.01905722,-121.94948769,45695.45,121.21,43.79,good
37.01905722,-121.93814491,45970.58,121.26,43.74,good
37.01905722,-121.92680214,46265.89,121.32,43.68,good
37.01905722,-121.91545936,46580.98,121.38,43.62,good
37.01905722,-121.90411658,46915.47,121.44,43.56,good
37.01905722,-121.89277381,47268.93,121.50,43.50,good
37.01905722,-121.88143103,47640.95,121.57,43.43,good
37.01905722,-121.87008825,48031.09,121.64,43.36,good
37.01905722,-121.85874548,48438.93,121.72,43.28,good
37.01905722,-121.84740270,48864.00,121.79,43.21,good
37.01905722,-121.83605992,49305.88,121.87,43.13,good
37.01905722,-121.82471715,49764.10,121.95,43.05,good
37.02806623,-122.36917042,49859.11,121.97,43.03,good
37.02806623,-122.35782764,49360.97,121.88,43.12,good
37.02806623,-122.34648487,48878.39,121.80,43.20,good
37.02806623,-122.33514209,48411.83,121.71,43.29,good
37.02806623,-122.32379931,47961.78,121.63,43.37,good
37.02806623,-122.31245654,47528.68,121.55,43.45,good
37.02806623,-122.30111376,47113.02,121.48,43.52,good
37.02806623,-122.28977098,46715.26,121.40,43.60,good
37.02806623,-122.27842821,46335.85,121.33,43.67,good
37.02806623,-122.26708543,45975.26,121.26,43.74,good
37.02806623,-122.25574265,45633.92,121.20,43.80,good
37.02806623,-122.24439988,45312.28,121.14,43.86,good
37.02806623,-122.23305710,45010.76,121.08,43.92,good
37.02806623,-122.22171432,44729.76,121.02,43.98,good
37.02806623,-122.21037155,44469.67,120.97,44.03,good
37.02806623,-122.19902877,44230.86,120.93,44.07,good
37.02806623,-122.18768600,44013.68,120.88,44.12,good
37.02806623,-122.17634322,43818.44,120.85,44.15,good
37.02806623,-122.16500044,43645.45,120.81,44.19,good
37.02806623,-122.15365767,43494.97,120.78,44.22,good
37.02806623,-122.14231489,43367.23,120.76,44.24,good
37.02806623,-122.13097211,43262.44,120.74,44.26,good
37.02806623,-122.11962934,43180.76,120.72,44.28,good
37.02806623,-122.10828656,43122.32,120.71,44.29,good
37.02806623,-122.09694378,43087.22,120.70,44.30,good
37.02806623,-122.08560101,43075.51,120.70,44.30,good
37.02806623,-122.07425823,43087.22,120.70,44.30,good
37.02806623,-122.06291545,43122.32,120.71,44.29,good
37.02806623,-122.05157268,43180.76,120.72,44.28,good
37.02806623,-122.04022990,43262.44,120.74,44.26,good
37.02806623,-122.02888712,43367.23,120.76,44.24,good
37.02806623,-122.01754435,43494.97,120.78,44.22,good
37.02806623,-122.00620157,43645.45,120.81,44.19,good
37.02806623,-121.99485879,43818.44,120.85,44.15,good
37.02806623,-121.98351602,44013.68,120.88,44.12,good
37.02806623,-121.97217324,44230.86,120.93,44.07,good
37.02806623,-121.96083046,44469.67,120.97,44.03,good
37.02806623,-121.94948769,44729.76,121.02,43.98,good
37.02806623,-121.93814491,45010.76,121.08,43.92,good
37.02806623,-121.92680214,45312.28,121.14,43.86,good
37.02806623,-121.91545936,45633.92,121.20,43.80,good
37.02806623,-121.90411658,45975.26,121.26,43.74,good
37.02806623,-121.89277381,46335.85,121.33,43.67,good
37.02806623,-121.88143103,46715.26,121.40,43.60,good
37.02806623,-121.87008825,47113.02,121.48,43.52,good
37.02806623,-121.85874548,47528.68,121.55,43.45,good
37.02806623,-121.84740270,47961.78,121.63,43.37,good
37.02806623,-121.83605992,48411.83,121.71,43.29,good
37.02806623,-121.82471715,48878.39,121.80,43.20,good
37.02806623,-121.81337437,49360.97,121.88,43.12,good
37.02806623,-121.80203159,49859.11,121.97,43.03,good
37.03707524,-122.38051320,49517.61,121.91,43.09,good
37.03707524,-122.36917042,48995.48,121.82,43.18,good
37.03707524,-122.35782764,48488.53,121.73,43.27,good
37.03707524,-122.34648487,47997.23,121.64,43.36,good
37.03707524,-122.33514209,47522.09,121.55,43.45,good
37.03707524,-122.32379931,47063.58,121.47,43.53,good
37.03707524,-122.31245654,46622.19,121.38,43.62,good
37.03707524,-122.30111376,46198.43,121.31,43.69,good
37.03707524,-122.28977098,45792.77,121.23,43.77,good
37.03707524,-122.27842821,45405.70,121.16,43.84,good
37.03707524,-122.26708543,45037.71,121.08,43.92,good
37.03707524,-122.25574265,44689.25,121.02,43.98,good
37.03707524,-122.24439988,44360.80,120.95,44.05,good
37.03707524,-122.23305710,44052.80,120.89,44.11,good
37.03707524,-122.22171432,43765.68,120.84,44.16,good
37.03707524,-122.21037155,43499.86,120.78,44.22,good
37.03707524,-122.19902877,43255.73,120.73,44.27,good
37.03707524,-122.18768600,43033.65,120.69,44.31,good
37.03707524,-122.17634322,42833.98,120.65,44.35,good
37.03707524,-122.16500044,42657.01,120.61,44.39,good
37.03707524,-122.15365767,42503.05,120.58,44.42,good
37.03707524,-122.14231489,42372.34,120.55,44.45,good
37.03707524,-122.13097211,42265.09,120.53,44.47,good
37.03707524,-122.11962934,42181.49,120.52,44.48,good
37.03707524,-122.10828656,42121.67,120.50,44.50,good
37.03707524,-122.09694378,42085.74,120.50,44.50,good
37.03707524,-122.08560101,42073.76,120.49,44.51,good
37.03707524,-122.07425823,42085.74,120.50,44.50,good
37.03707524,-122.06291545,42121.67,120.50,44.50,good
37.03707524,-122.05157268,42181.49,120.52,44.48,good
37.03707524,-122.04022990,42265.09,120.53,44.47,good
37.03707524,-122.02888712,42372.34,120.55,44.45,good
37.03707524,-122.01754435,42503.05,120.58,44.42,good
37.03707524,-122.00620157,42657.01,120.61,44.39,good
37.03707524,-121.99485879,42833.98,120.65,44.35,good
37.03707524,-121.98351602,43033.65,120.69,44.31,good
37.03707524,-121.97217324,43255.73,120.73,44.27,good
37.03707524,-121.96083046,43499.86,120.78,44.22,good
37.03707524,-121.94948769,43765.68,120.84,44.16,good
37.03707524,-121.93814491,44052.80,120.89,44.11,good
37.03707524,-121.92680214,44360.80,120.95,44.05,good
37.03707524,-121.91545936,44689.25,121.02,43.98,good
37.03707524,-121.90411658,45037.71,121.08,43.92,good
37.03707524,-121.89277381,45405.70,121.16,43.84,good
37.03707524,-121.88143103,45792.77,121.23,43.77,good
37.03707524,-121.87008825,46198.43,121.31,43.69,good
37.03707524,-121.85874548,46622.19,121.38,43.62,good
37.03707524,-121.84740270,47063.58,121.47,43.53,good
37.03707524,-121.83605992,47522.09,121.55,43.45,good
37.03707524,-121.82471715,47997.23,121.64,43.36,good
37.03707524,-121.81337437,48488.53,121.73,43.27,good
37.03707524,-121.80203159,48995.48,121.82,43.18,good
37.03707524,-121.79068882,49517.61,121.91,43.09,good
37.04608425,-122.40319875,49774.83,121.95,43.05,good
37.04608425,-122.39185597,49214.52,121.85,43.15,good
37.04608425,-122.38051320,48668.48,121.76,43.24,good
37.04608425,-122.36917042,48137.20,121.66,43.34,good
37.04608425,-122.35782764,47621.17,121.57,43.43,good
37.04608425,-122.34648487,47120.90,121.48,43.52,good
37.04608425,-122.33514209,46636.88,121.39,43.61,good
37.04608425,-122.32379931,46169.64,121.30,43.70,good
37.04608425,-122.31245654,45719.68,121.22,43.78,good
37.04608425,-122.30111376,45287.52,121.13,43.87,good
37.04608425,-122.28977098,44873.68,121.05,43.95,good
37.04608425,-122.27842821,44478.66,120.98,44.02,good
37.04608425,-122.26708543,44102.97,120.90,44.10,good
37.04608425,-122.25574265,43747.12,120.83,44.17,good
37.04608425,-122.24439988,43411.58,120.77,44.23,good
37.04608425,-122.23305710,43096.84,120.70,44.30,good
37.04608425,-122.22171432,42803.34,120.64,44.36,good
37.04608425,-122.21037155,42531.54,120.59,44.41,good
37.04608425,-122.19902877,42281.84,120.54,44.46,good
37.04608425,-122.18768600,42054.65,120.49,44.51,good
37.04608425,-122.17634322,41850.33,120.45,44.55,good
37.04608425,-122.16500044,41669.21,120.41,44.59,good
37.04608425,-122.15365767,41511.61,120.38,44.62,good
37.04608425,-122.14231489,41377.78,120.35,44.65,good
37.04608425,-122.13097211,41267.96,120.33,44.67,good
37.04608425,-122.11962934,41182.34,120.31,44.69,good
37.04608425,-122.10828656,41121.08,120.29,44.71,good
37.04608425,-122.09694378,41084.27,120.29,44.71,good
37.04608425,-122.08560101,41072.00,120.28,44.72,good
37.04608425,-122.07425823,41084.27,120.29,44.71,good
37.04608425,-122.06291545,41121.08,120.29,44.71,good
37.04608425,-122.05157268,41182.34,120.31,44.69,good
37.04608425,-122.04022990,41267.96,120.33,44.67,good
37.04608425,-122.02888712,41377.78,120.35,44.65,good
37.04608425,-122.01754435,41511.61,120.38,44.62,good
37.04608425,-122.00620157,41669.21,120.41,44.59,good
37.04608425,-121.99485879,41850.33,120.45,44.55,good
37.04608425,-121.98351602,42054.65,120.49,44.51,good
37.04608425,-121.97217324,42281.84,120.54,44.46,good
37.04608425,-121.96083046,42531.54,120.59,44.41,good
37.04608425,-121.94948769,42803.34,120.64,44.36,good
37.04608425,-121.93814491,43096.84,120.70,44.30,good
37.04608425,-121.92680214,43411.58,120.77,44.23,good
37.04608425,-121.91545936,43747.12,120.83,44.17,good
37.04608425,-121.90411658,44102.97,120.90,44.10,good
37.04608425,-121.89277381,44478.66,120.98,44.02,good
37.04608425,-121.88143103,44873.68,121.05,43.95,good
37.04608425,-121.87008825,45287.52,121.13,43.87,good
37.04608425,-121.85874548,45719.68,121.22,43.78,good
37.04608425,-121.84740270,46169.64,121.30,43.70,good
37.04608425,-121.83605992,46636.88,121.39,43.61,good
37.04608425,-121.82471715,47120.90,121.48,43.52,good
37.04608425,-121.81337437,47621.17,121.57,43.43,good
37.04608425,-121.80203159,48137.20,121.66,43.34,good
37.04608425,-121.79068882,48668.48,121.76,43.24,good
37.04608425,-121.77934604,49214.52,121.85,43.15,good
37.04608425,-121.76800326,49774.83,121.95,43.05,good
37.05509326,-122.41454153,49534.12,121.91,43.09,good
37.05509326,-122.40319875,48950.53,121.81,43.19,good
37.05509326,-122.39185597,48380.75,121.71,43.29,good
37.05509326,-122.38051320,47825.26,121.61,43.39,good
37.05509326,-122.36917042,47284.57,121.51,43.49,good
37.05509326,-122.35782764,46759.19,121.41,43.59,good
37.05509326,-122.34648487,46249.66,121.32,43.68,good
37.05509326,-122.33514209,45756.49,121.22,43.78,good
37.05509326,-122.32379931,45280.22,121.13,43.87,good
37.05509326,-122.31245654,44821.38,121.04,43.96,good
37.05509326,-122.30111376,44380.53,120.96,44.04,good
37.05509326,-122.28977098,43958.20,120.87,44.13,good
37.05509326,-122.27842821,43554.93,120.79,44.21,good
37.05509326,-122.26708543,43171.25,120.72,44.28,good
37.05509326,-122.25574265,42807.69,120.64,44.36,good
37.05509326,-122.24439988,42464.78,120.57,44.43,good
37.05509326,-122.23305710,42143.00,120.51,44.49,good
37.05509326,-122.22171432,41842.85,120.45,44.55,good
37.05509326,-122.21037155,41564.80,120.39,44.61,good
37.05509326,-122.19902877,41309.29,120.33,44.67,good
37.05509326,-122.18768600,41076.75,120.28,44.72,good
37.05509326,-122.17634322,40867.56,120.24,44.76,good
37.05509326,-122.16500044,40682.09,120.20,44.80,good
37.05509326,-122.15365767,40520.67,120.17,44.83,good
37.05509326,-122.14231489,40383.57,120.14,44.86,good
37.05509326,-122.13097211,40271.05,120.11,44.89,good
37.05509326,-122.11962934,40183.32,120.09,44.91,good
37.05509326,-122.10828656,40120.54,120.08,44.92,good
37.05509326,-122.09694378,40082.82,120.07,44.93,good
37.05509326,-122.08560101,40070.24,120.07,44.93,good
37.05509326,-122.07425823,40082.82,120.07,44.93,good
37.05509326,-122.06291545,40120.54,120.08,44.92,good
37.05509326,-122.05157268,40183.32,120.09,44.91,good
37.05509326,-122.04022990,40271.05,120.11,44.89,good
37.05509326,-122.02888712,40383.57,120.14,44.86,good
37.05509326,-122.01754435,40520.67,120.17,44.83,good
37.05509326,-122.00620157,40682.09,120.20,44.80,good
37.05509326,-121.99485879,40867.56,120.24,44.76,good
37.05509326,-121.98351602,41076.75,120.28,44.72,good
37.05509326,-121.97217324,41309.29,120.33,44.67,good
37.05509326,-121.96083046,41564.80,120.39,44.61,good
37.05509326,-121.94948769,41842.85,120.45,44.55,good
37.05509326,-121.93814491,42143.00,120.51,44.49,good
37.05509326,-121.92680214,42464.78,120.57,44.43,good
37.05509326,-121.91545936,42807.69,120.64,44.36,good
37.05509326,-121.90411658,43171.25,120.72,44.28,good
37.05509326,-121.89277381,43554.93,120.79,44.21,good
37.05509326,-121.88143103,43958.20,120.87,44.13,good
37.05509326,-121.87008825,44380.53,120.96,44.04,good
37.05509326,-121.85874548,44821.38,121.04,43.96,good
37.05509326,-121.84740270,45280.22,121.13,43.87,good
37.05509326,-121.83605992,45756.49,121.22,43.78,good
37.05509326,-121.82471715,46249.66,121.32,43.68,good
37.05509326,-121.81337437,46759.19,121.41,43.59,good
37.05509326,-121.80203159,47284.57,121.51,43.49,good
37.05509326,-121.79068882,47825.26,121.61,43.39,good
37.05509326,-121.77934604,48380.75,121.71,43.29,good
37.05509326,-121.76800326,48950.53,121.81,43.19,good
37.05509326,-121.75666049,49534.12,121.91,43.09,good
37.06410227,-122.43722708,49952.33,121.98,43.02,good
37.06410227,-122.42588430,49332.90,121.88,43.12,good
37.06410227,-122.41454153,48726.28,121.77,43.23,good
37.06410227,-122.40319875,48132.97,121.66,43.34,good
37.06410227,-122.39185597,47553.46,121.56,43.44,good
37.06410227,-122.38051320,46988.26,121.45,43.55,good
37.06410227,-122.36917042,46437.89,121.35,43.65,good
37.06410227,-122.35782764,45902.89,121.25,43.75,good
37.06410227,-122.34648487,45383.80,121.15,43.85,good
37.06410227,-122.33514209,44881.18,121.05,43.95,good
37.06410227,-122.32379931,44395.58,120.96,44.04,good
37.06410227,-122.31245654,43927.56,120.87,44.13,good
37.06410227,-122.30111376,43477.70,120.78,44.22,good
37.06410227,-122.28977098,43046.56,120.69,44.31,good
37.06410227,-122.27842821,42634.72,120.61,44.39,good
37.06410227,-122.26708543,42242.73,120.53,44.47,good
37.06410227,-122.25574265,41871.16,120.45,44.55,good
37.06410227,-122.24439988,41520.55,120.38,44.62,good
37.06410227,-122.23305710,41191.43,120.31,44.69,good
37.06410227,-122.22171432,40884.34,120.24,44.76,good
37.06410227,-122.21037155,40599.76,120.18,44.82,good
37.06410227,-122.19902877,40338.17,120.13,44.87,good
37.06410227,-122.18768600,40100.02,120.08,44.92,good
37.06410227,-122.17634322,39885.74,120.03,44.97,good
37.06410227,-122.16500044,39695.71,119.99,45.01,good
37.06410227,-122.15365767,39530.27,119.95,45.05,good
37.06410227,-122.14231489,39389.74,119.92,45.08,good
37.06410227,-122.13097211,39274.39,119.90,45.10,good
37.06410227,-122.11962934,39184.44,119.88,45.12,good
37.06410227,-122.10828656,39120.07,119.86,45.14,good
37.06410227,-122.09694378,39081.39,119.85,45.15,good
37.06410227,-122.08560101,39068.49,119.85,45.15,good
37.06410227,-122.07425823,39081.39,119.85,45.15,good
37.06410227,-122.06291545,39120.07,119.86,45.14,good
37.06410227,-122.05157268,39184.44,119.88,45.12,good
37.06410227,-122.04022990,39274.39,119.90,45.10,good
37.06410227,-122.02888712,39389.74,119.92,45.08,good
37.06410227,-122.01754435,39530.27,119.95,45.05,good
37.06410227,-122.00620157,39695.71,119.99,45.01,good
37.06410227,-121.99485879,39885.74,120.03,44.97,good
37.06410227,-121.98351602,40100.02,120.08,44.92,good
37.06410227,-121.97217324,40338.17,120.13,44.87,good
37.06410227,-121.96083046,40599.76,120.18,44.82,good
37.06410227,-121.94948769,40884.34,120.24,44.76,good
37.06410227,-121.93814491,41191.43,120.31,44.69,good
37.06410227,-121.92680214,41520.55,120.38,44.62,good
37.06410227,-121.91545936,41871.16,120.45,44.55,good
37.06410227,-121.90411658,42242.73,120.53,44.47,good
37.06410227,-121.89277381,42634.72,120.61,44.39,good
37.06410227,-121.88143103,43046.56,120.69,44.31,good
37.06410227,-121.87008825,43477.70,120.78,44.22,good
37.06410227,-121.85874548,43927.56,120.87,44.13,good
37.06410227,-121.84740270,44395.58,120.96,44.04,good
37.06410227,-121.83605992,44881.18,121.05,43.95,good
37.06410227,-121.82471715,45383.80,121.15,43.85,good
37.06410227,-121.81337437,45902.89,121.25,43.75,good
37.06410227,-121.80203159,46437.89,121.35,43.65,good
37.06410227,-121.79068882,46988.26,121.45,43.55,good
37.06410227,-121.77934604,47553.46,121.56,43.44,good
37.06410227,-121.76800326,48132.97,121.66,43.34,good
37.06410227,-121.75666049,48726.28,121.77,43.23,good
37.06410227,-121.74531771,49332.90,121.88,43.12,good
37.06410227,-121.73397493,49952.33,121.98,43.02,good
37.07311128,-122.44856985,49813.24,121.96,43.04,good
37.07311128,-122.43722708,49171.63,121.85,43.15,good
37.07311128,-122.42588430,48542.31,121.74,43.26,good
37.07311128,-122.41454153,47925.77,121.62,43.38,good
37.07311128,-122.40319875,47322.49,121.51,43.49,good
37.07311128,-122.39185597,46733.00,121.41,43.59,good
37.07311128,-122.38051320,46157.82,121.30,43.70,good
