lat,lon,distance_m,fspl_db,snr_db,class
36.97401218,-122.18768600,49911.95,121.98,43.02,good
36.97401218,-122.17634322,49739.75,121.95,43.05,good
36.97401218,-122.16500044,49587.31,121.92,43.08,good
36.97401218,-122.15365767,49454.82,121.90,43.10,good
36.97401218,-122.14231489,49342.43,121.88,43.12,good
36.97401218,-122.13097211,49250.29,121.86,43.14,good
36.97401218,-122.11962934,49178.50,121.85,43.15,good
36.97401218,-122.10828656,49127.16,121.84,43.16,good
36.97401218,-122.09694378,49096.33,121.83,43.17,good
36.97401218,-122.08560101,49086.05,121.83,43.17,good
36.97401218,-122.07425823,49096.33,121.83,43.17,good
36.97401218,-122.06291545,49127.16,121.84,43.16,good
36.97401218,-122.05157268,49178.50,121.85,43.15,good
36.97401218,-122.04022990,49250.29,121.86,43.14,good
36.97401218,-122.02888712,49342.43,121.88,43.12,good
36.97401218,-122.01754435,49454.82,121.90,43.10,good
36.97401218,-122.00620157,49587.31,121.92,43.08,good
36.97401218,-121.99485879,49739.75,121.95,43.05,good
36.97401218,-121.98351602,49911.95,121.98,43.02,good
36.98302119,-122.23305710,49826.39,121.96,43.04,good
36.98302119,-122.22171432,49572.54,121.92,43.08,good
36.98302119,-122.21037155,49337.85,121.88,43.12,good
36.98302119,-122.19902877,49122.58,121.84,43.16,good
36.98302119,-122.18768600,48927.00,121.80,43.20,good
36.98302119,-122.17634322,48751.35,121.77,43.23,good
36.98302119,-122.16500044,48595.83,121.75,43.25,good
36.98302119,-122.15365767,48460.64,121.72,43.28,good
36.98302119,-122.14231489,48345.96,121.70,43.30,good
36.98302119,-122.13097211,48251.92,121.68,43.32,good
36.98302119,-122.11962934,48178.66,121.67,43.33,good
36.98302119,-122.10828656,48126.25,121.66,43.34,good
36.98302119,-122.09694378,48094.79,121.65,43.35,good
36.98302119,-122.08560101,48084.29,121.65,43.35,good
36.98302119,-122.07425823,48094.79,121.65,43.35,good
36.98302119,-122.06291545,48126.25,121.66,43.34,good
36.98302119,-122.05157268,48178.66,121.67,43.33,good
36.98302119,-122.04022990,48251.92,121.68,43.32,good
36.98302119,-122.02888712,48345.96,121.70,43.30,good
36.98302119,-122.01754435,48460.64,121.72,43.28,good
36.98302119,-122.00620157,48595.83,121.75,43.25,good
